sampleID	parental_investment_proj	band	species	location	site	nest	year	age	sex	experiment	treatment	capture_date	cap_doy	cap_num	age	mass	bhead	fwing	sseries_type	cort1_raw	cort1_correct	glucose1	buty	cort2_raw	cort2_correct	glucose2	inject1_type	inject1_dose	inject2_type	inject2_dose	cort3_raw	cort3_correct	glucose3	fate	micro_nb	blood_nb	bolus_nb	lifetag_nb	Notes
P20N136	no	281174511	TRES	Ithaca	Unit_2	90	2020	Adult	F	CortDose	Control	6/11/20	163	2	SY	21	28.8	120	B_D_A	2.07	2.21			24.86	26.5		Dex	9.5	ACTH	5.5	33.87	36.1			M20N164	200196			
P20N158	no	240150382	TRES	Ithaca	Unit_2	125	2020	Adult	F	CortDose	Control	6/13/20	165	2	SY	18.5	27.7	111	B_D_A	9.96	10.62			6.33	6.75		Dex	8.5	ACTH	5.5	25.92	27.63			M20N182	200225			
P20N167	no	281174518	TRES	Ithaca	Unit_2	17	2020	Adult	F	CortDose	Cort	6/14/20	166	2	SY	18	28.3	117	B_D_A	24	25.58			11.87	12.65		Dex	8	ACTH	5.5	34.94	37.25			M20N187	200235			
P20N172	no	281128562	TRES	Ithaca	Unit_2	21	2020	Adult	F	CortDose	Control	6/16/20	168	2	SY	18	28.7	114	B_D_A	2.42	2.58			19.67	20.97		Dex	8	ACTH	5.5	29.09	31.02			M20N190	200241			
	no	156181153	TRES	Ithaca	Unit_2	57	2019	Adult	F	Color_Stressor	Predator_Control	6/8/19	159	2	SY	20.5			B_S_D	0.16	1.13	241													M19N180	190193			
	no	278171870	TRES	Ithaca	Unit_2	12	2019	Adult	F	Color_Stressor	Predator_Dull	5/28/19	148	1	SY	22	28.4	115	B_S_D	3	3.17	202		30.64	32.4	204	Dex	10			9.91	10.48	213		M19N043	190047			
	no	278171871	TRES	Ithaca	Unit_2	1	2019	Adult	F	Color_Stressor	Control_Dull	5/29/19	149	1	SY	23	28.6	114	B_S_D	0.75	0.79	130		32.05	33.9	234	Dex	10.5			14.33	15.15	215		M19N055	190061			
	no	278171871	TRES	Ithaca	Unit_2	1	2019	Adult	F	Color_Stressor	Control_Dull	6/3/19	154	2	SY	21			B_S_D	3.39	3.58	211													M19N123	190131			
	no	278172149	TRES	Ithaca	Unit_2	109	2019	Adult	F	Color_Stressor	Control_Dull	5/29/19	149	2	SY	19.5			B_S_D	4.46	4.72	189													M19N060	190066			
	no	278172149	TRES	Ithaca	Unit_2	109	2019	Adult	F	Color_Stressor	Control_Dull	6/7/19	158	3	SY	14.75	28.7	112	B_S_A30	0.57	0.6	192		48.48	51.27	256	Cortro				45.65	48.28	283		M19N163	190176			Mass may be incorrect due to miscalibrated scale.
	no	278172151	TRES	Ithaca	Unit_2	32	2019	Adult	F	Color_Stressor	Predator_Dull	6/3/19	154	2	SY	20			B_S_D	4.99	5.27	284													M19N124	190132			
	no	278172152	TRES	Ithaca	Unit_2	41	2019	Adult	F	Color_Stressor	Predator_Dull	5/29/19	149	1	SY	22.75	28.6	116	B_S_D	2.72	2.88	194		66.33	70.15	236	Dex	10.5			22.14	23.42	267		M19N057	190063			
	no	278172152	TRES	Ithaca	Unit_2	41	2019	Adult	F	Color_Stressor	Predator_Dull	6/3/19	154	2	SY	21			B_S_D	5.83	6.16	206													M19N125	190133			
	no	278172152	TRES	Ithaca	Unit_2	41	2019	Adult	F	Color_Stressor	Predator_Dull	6/11/19	162	3	SY	19	28.6	116	B_S_A30	6.36	6.73	248		56.68	59.94	253	Cortro				65.12	68.87	306		M19N217	190261			51g for 4N
	no	278172155	TRES	Ithaca	Unit_2	15	2019	Adult	F	Color_Stressor	Predator_Control	6/4/19	155	2	SY	18			B_S_D	0.51	0.54	361													M19N141	190149			
	no	278172157	TRES	Ithaca	Unit_2	6	2019	Adult	F	Color_Stressor	Predator_Control	6/5/19	156	2	SY	21			B_S_D	0	0.47	251													M19N150	190158			
	no	281128403	TRES	Ithaca	Unit_2	94	2019	Adult	F	Color_Stressor	Predator_Control	6/1/19	152	2	SY	20			B_S_D	0.23	0.47	234													M19N097	190104			
	no	281128601	TRES	Ithaca	Unit_2	99	2019	Adult	F	Color_Stressor	Control_Control	6/4/19	155	1	SY	19.5	28.1	116	B_S_D	0.63	0.67	185		66.31	70.13	278	Dex	8.75			6.17	6.52	189		M19N138	190146			
	no	281128603	TRES	Ithaca	Unit_2	72	2019	Adult	F	Color_Stressor	Predator_Control	6/4/19	155	1	SY	18	26.9	117	B_S_D	0.43	0.47	180		16.93	17.9	237	Dex	8			15.23	16.11	182		M19N137	190145			
	no	281128603	TRES	Ithaca	Unit_2	72	2019	Adult	F	Color_Stressor	Predator_Control	6/9/19	160	2	SY	19			B_S_D	0.39	0.47	210													M19N193	190212			
	no	281128604	TRES	Ithaca	Unit_2	114	2019	Adult	F	Color_Stressor	Control_Dull	6/15/19	166	2	SY	18.75			B_S_D	1.21	1.28	223													M19N240	190396			"Female has old broken leg, can't put band on right leg"
P19N004	no	278172146	TRES	Ithaca	Unit_2	44	2019	Adult	F	Color_Stressor	Control_Control	5/21/19	141	1	SY	22	28.2	120	B_S_D	2.37	2.5	206		38.21	40.41	229	Dex	10			11.64	12.31	219		M19N005	190005			
P19N011	no	278172148	TRES	Ithaca	Unit_2	93	2019	Adult	F	Color_Stressor	Predator_Dull	5/23/19	143	1	SY	21.5	29.1	119	B_S_D	3.03	3.2	218		35.4	37.43	213	Dex	10			9.17	9.69	220		M19N011	190013			
P19N012	no	281128401	TRES	Ithaca	Unit_2	87	2019	Adult	F	Color_Stressor	Predator_Control	5/23/19	143	1	SY	20.25	28.1	112	B_S_D	4.2	4.44	214		53.65	56.74	277	Dex	9			20.65	21.83	245		M19N012	190014			
P19N015	no	281128402	TRES	Ithaca	Unit_2	20	2019	Adult	F	Color_Stressor	Control_Control	5/24/19	144	1	SY	20.75	29.8	119	B_S_D	3.99	4.22	187		16.2	17.13	229	Dex	9.5			13.13	13.89	240		M19N015	190017			
P19N016	no	278172150	TRES	Ithaca	Unit_2	80	2019	Adult	F	Color_Stressor	Control_Dull	5/24/19	144	1	SY	21.5	28.9	117	B_S_D	0.73	0.77	217		34.51	36.5	242	Dex	10			6.49	6.87	265		M19N017	190019			
P19N017	no	278172149	TRES	Ithaca	Unit_2	109	2019	Adult	F	Color_Stressor	Control_Dull	5/24/19	144	1	SY	20.5	28.6	116	B_S_D	3.38	3.58	174		62.88	66.5	199	Dex	9.5			11.12	11.76	218		M19N018	190020			
P19N018	no	272107284	TRES	Ithaca	Unit_2	19	2019	Adult	F	Color_Stressor	Predator_Control	5/24/19	144	1	SY	21.5	28.6	112	B_S_D					26.08	27.58	179	Dex	10			5.97	6.32	200		M19N019	190021			
P19N028	no	281128403	TRES	Ithaca	Unit_2	94	2019	Adult	F	Color_Stressor	Predator_Control	5/27/19	147	1	SY	22	28.4	112	B_S_D	0.4	0.47	194		16.37	17.31	233	Dex	10			8.29	8.77	253		M19N033	190037			
P19N035	no	281128404	TRES	Ithaca	Unit_2	48	2019	Adult	F			5/28/19	148	1	SY	23	28.4	120	B_S_D	0.3	0.47	195		20.78	21.98	281	Dex	10.5			10.64	11.25	299		M19N040	190044			
P19N036	no	278171869	TRES	Ithaca	Unit_2	8	2019	Adult	F	Color_Stressor	Predator_Control	5/28/19	148	1	SY	22	29.2	109	B_S_D	4.81	5.09	189		74.66	78.96	232	Dex	10			11.32	11.97	198		M19N041	190045			
P19N046	no	278172153	TRES	Ithaca	Unit_2	127	2019	Adult	F	Color_Stressor	Predator_Control	5/29/19	149	1	SY	20	28.1	113	B_S_D	2.03	2.15	172		75.74	80.1	242	Dex	9			17	17.98	260		M19N058	190064			
P19N047	no	278172154	TRES	Ithaca	Unit_2	75	2019	Adult	F	Color_Stressor	Control_Dull	5/29/19	149	1	SY	20	28.1	116	B_S_D	1.4	1.49	147		57.84	61.17	164	Dex	9			15.47	16.36	190		M19N054	190060			
P19N048	no	278172151	TRES	Ithaca	Unit_2	32	2019	Adult	F	Color_Stressor	Predator_Dull	5/29/19	149	1	SY	21.2	28.7	118	B_S_D	0.92	0.97	169		54.71	57.86	274	Dex	9.5			6.05	6.4	273		M19N056	190062			
P19N050	no	278172150	TRES	Ithaca	Unit_2	80	2019	Adult	F	Color_Stressor	Control_Dull	5/29/19	149	2	SY	20			B_S_D	2.52	2.66	231													M19N061	190067			
P19N051	no	272107284	TRES	Ithaca	Unit_2	19	2019	Adult	F	Color_Stressor	Predator_Control	5/29/19	149	2	SY	20			B_S_D	12.89	13.63	211													M19N062	190068			
P19N052	no	281128402	TRES	Ithaca	Unit_2	20	2019	Adult	F	Color_Stressor	Control_Control	5/29/19	149	2	SY	19.5			B_S_D	4.06	4.29	225													M19N063	190069			
P19N059	no	278171875	TRES	Ithaca	Unit_2	117	2019	Adult	F	Color_Stressor	Control_Control	5/30/19	150	1	SY	21.5	27.8	116.5	B_S_D	0	0.47	219		38.73	40.96	342	Dex	10			8.8	9.31	269		M19N070	190077			
P19N060	no	278171873	TRES	Ithaca	Unit_2	82	2019	Adult	F	Color_Stressor	Control_Control	5/30/19	150	1	SY	18.5	27.7	107	B_S_D	2.23	2.36	197		24.92	26.35	212	Dex	8			6.68	7.07	219		M19N071	190078			
P19N061	no	278171896	TRES	Ithaca	Unit_2	78	2019	Adult	F	Color_Stressor	Predator_Control	5/30/19	150	1	SY	20.25	29.3	120	B_S_D	2.01	2.12	233		52.36	55.38	217	Dex	9			23.14	24.47	186		M19N072	190079			
P19N062	no	278171872	TRES	Ithaca	Unit_2	3	2019	Adult	F	Color_Stressor	Control_Dull	5/30/19	150	1	SY	20	26.5	114	B_S_D	1.38	1.46	191		48.42	51.2	252	Dex	9			19.62	20.75	276		M19N073	190080			
P19N064	no	278172155	TRES	Ithaca	Unit_2	15	2019	Adult	F	Color_Stressor	Predator_Control	5/30/19	150	1	SY	21	28.4	115	B_S_D	0.67	0.71	188		35.08	37.1	240	Dex	9.5			16.51	17.46	269		M19N075	190082			"Band on left foot, RFID on right foot (placed loosely because right foot had pox). Double check on second capture."
P19N075	no	278172157	TRES	Ithaca	Unit_2	6	2019	Adult	F	Color_Stressor	Predator_Control	5/31/19	151	1	SY	23	28.7	116	B_S_D	0	0.47	213		25.72	27.2	292	Dex	10.5			11.04	11.68	226		M19N087	190094			
P19N076	no	272107855	TRES	Ithaca	Unit_2	62	2019	Adult	F	Color_Stressor	Control_Control	5/31/19	151	1	SY	20	27.6	114	B_S_D	0.7	0.74	231		34.22	36.19	283	Dex	9			7.99	8.44	248		M19N088	190095			
P19N077	no	278172156	TRES	Ithaca	Unit_2	70	2019	Adult	F	Color_Stressor	Predator_Control	5/31/19	151	1	SY	21	28.3	115	B_S_D	0.96	1.02	185		15.24	16.12	316	Dex	9.5			10.1	10.68	273		M19N089	190096			
P19N082	no	278172158	TRES	Ithaca	Unit_2	105	2019	Adult	F	Color_Stressor	Predator_Dull	6/1/19	152	1	SY	19.5	28.3	111	B_S_D	0.91	0.96	210		28.48	30.12	223	Dex	9			11.65	12.32	238		M19N094	190101			
P19N093	no	278171870	TRES	Ithaca	Unit_2	12	2019	Adult	F	Color_Stressor	Predator_Dull	6/2/19	153	2	SY	21.5			B_S_D	0.56	0.59	196													M19N108	190116			
P19N094	no	278171877	TRES	Ithaca	Unit_2	9	2019	Adult	F	Color_Stressor	Predator_Dull	6/2/19	153	1	SY	22.5	28.6	113	B_S_D	0	0.47	218		15.69	16.6	248	Dex	10.5			10.97	11.6	264		M19N109	190117			
P19N097	no	156181153	TRES	Ithaca	Unit_2	57	2019	Adult	F	Color_Stressor	Predator_Control	6/2/19	153	1	SY	23.25	28.2	111	B_S_D	2	0.47	196		15.99	16.91	305	Dex	10.5			5.31	5.62	303		M19N112	190120			"Different band numbers written on data sheet. On femal capture #1, band number was 156181158. Band # 156181153 is recorded in last year's data sheet."
P19N098	no	278171876	TRES	Ithaca	Unit_2	107	2019	Adult	F	Color_Stressor	Control_Dull	6/2/19	153	1	SY	24.25	28.8	119	B_S_D	1.69	1.78	192		24.78	26.2	222	Dex	11			11.8	12.48	219		M19N113	190121			
P19N105	no	272107361	TRES	Ithaca	Unit_2	31	2019	Adult	F	Color_Stressor	Control_Control	6/3/19	154	1	SY	20	28.4	109	B_S_D	0.9	0.95	198		98.39	104.06	231	Dex	9			22.44	23.73	224		M19N120	190128			
P19N108	no	278172154	TRES	Ithaca	Unit_2	75	2019	Adult	F	Color_Stressor	Control_Dull	6/3/19	154	2	SY	19			B_S_D	3.79	4	204													M19N127	190135			
P19N113	no	278171872	TRES	Ithaca	Unit_2	3	2019	Adult	F	Color_Stressor	Control_Dull	6/4/19	155	2	SY	18			B_S_D	3.42	3.62	282													M19N140	190148			
P19N115	no	278171896	TRES	Ithaca	Unit_2	78	2019	Adult	F	Color_Stressor	Predator_Control	6/4/19	155	2	SY	19			B_S_D	0.76	0.8	251													M19N143	190151			
P19N116	no	278171873	TRES	Ithaca	Unit_2	82	2019	Adult	F	Color_Stressor	Control_Control	6/4/19	155	2	SY	17			B_S_D	0.46	0.48	224													M19N144	190152			
P19N117	no	278171875	TRES	Ithaca	Unit_2	117	2019	Adult	F	Color_Stressor	Control_Control	6/4/19	155	2	SY	19			B_S_D	0.08	0.47	213													M19N145	190153			
P19N120	no	278172162	TRES	Ithaca	Unit_2	34	2019	Adult	F	Color_Stressor	Control_Dull	6/5/19	156	1	SY	22	28.3	116	B_S_D	1.61	1.7	241		25.3	26.75	413	Dex	10			9.06	9.58	347		M19N148	190156			
P19N122	no	272107855	TRES	Ithaca	Unit_2	62	2019	Adult	F	Color_Stressor	Control_Control	6/5/19	156	2	SY	18.5			B_S_D	2.43	2.57	260													M19N151	190159			
P19N127	no	278172158	TRES	Ithaca	Unit_2	105	2019	Adult	F	Color_Stressor	Predator_Dull	6/6/19	157	2	SY	18.5			B_S_D	8.3	8.78	212													M19N156	190164			
P19N134	no	278172150	TRES	Ithaca	Unit_2	80	2019	Adult	F	Color_Stressor	Control_Dull	6/7/19	158	3	SY	14.5	29.1	114	B_S_A30	1.91	2.02	228		27.38	28.95	236	Cortro				16.11	17.04	251		M19N161	190174			Mass may be incorrect due to miscalibrated scale.
P19N137	no	281128402	TRES	Ithaca	Unit_2	20	2019	Adult	F	Color_Stressor	Control_Control	6/7/19	158	3	SY	19	27.4	119	B_S_A30	1.11	1.18	220		21.62	22.86	227	Cortro				20.82	22.02	227		M19N165	190178			
P19N142	no	278171876	TRES	Ithaca	Unit_2	107	2019	Adult	F	Color_Stressor	Control_Dull	6/7/19	158	2	SY	20			B_S_D	1	1.06	237													M19N173	190186			
P19N144	no	278171877	TRES	Ithaca	Unit_2	9	2019	Adult	F	Color_Stressor	Predator_Dull	6/7/19	158	2	SY	19.25			B_S_D	1.57	1.66	258													M19N175	190188			
P19N150	no	272107361	TRES	Ithaca	Unit_2	31	2019	Adult	F	Color_Stressor	Control_Control	6/8/19	159	2	SY	20.5			B_S_D	0.36	0.47	229													M19N182	190195			
P19N159	no	281128604	TRES	Ithaca	Unit_2	114	2019	Adult	F	Color_Stressor	Control_Dull	6/9/19	160	1	SY	21	28.4	118	B_S_D	1.35	1.43	201		35.17	37.19	270	Dex	9.5			9.7	10.26	251		M19N189	190208			
P19N160	no	278172146	TRES	Ithaca	Unit_2	45	2019	Adult	F	Color_Stressor	Predator_Control	6/9/19	160	1	SY	23.5	26.5	117	B_S_D	1.09	1.16	192		22	23.26	214	Dex	11			10.25	10.84	248		M19N190	190209			
P19N161	no	281128403	TRES	Ithaca	Unit_2	94	2019	Adult	F	Color_Stressor	Predator_Control	6/9/19	160	3	SY	19	28.2	113	B_S_A30	1.35	1.43	197		27.48	29.06	256	Cortro				33.12	35.03	276		M19N191	190210			
P19N163	no	281128601	TRES	Ithaca	Unit_2	99	2019	Adult	F	Color_Stressor	Control_Control	6/9/19	160	2	SY	20			B_S_D	0.22	0.47	219													M19N194	190213			
P19N176	no	278171870	TRES	Ithaca	Unit_2	12	2019	Adult	F	Color_Stressor	Predator_Dull	6/10/19	161	3	SY	19.5	28.8	114	B_S_A30	0.55	0.58	220		32.22	34.07	262	Cortro				30.15	31.88	266		M19N203	190228			"Bolus: Y, day six size: 59 grams, 5 nestlings"
P19N178	no	278172153	TRES	Ithaca	Unit_2	127	2019	Adult	F	Color_Stressor	Predator_Control	6/10/19	161	3	SY	17	28.2	113	B_S_A30	2.31	2.44	200		33.74	35.68	206	Cortro				36.68	38.79	250		M19N205	190230			"BOLUS COLLECTED- DAY SIX SIZE: 60 GRAMS, 5 NESTLINGS"
P19N182	no	278172162	TRES	Ithaca	Unit_2	34	2019	Adult	F	Color_Stressor	Control_Dull	6/10/19	161	2	SY	21			B_S_D	1.76	1.86	215													M19N209	190234			
P19N194	no	278172154	TRES	Ithaca	Unit_2	75	2019	Adult	F	Color_Stressor	Control_Dull	6/11/19	162	3	SY	17	29	115	B_S_A30	3.07	3.25	234		47.39	50.11	220	Cortro				50.43	53.33	282		M19N215	190259			"At third capture female entered trap without it setting
Day 6 Mass: 74g/6 nestlings"
P19N197	no	278171873	TRES	Ithaca	Unit_2	82	2019	Adult	F	Color_Stressor	Control_Control	6/11/19	162	3	SY	16.25	27.4	108	B_S_A30	1.31	1.38	269		20.02	21.17	282	Cortro	5.5			19	20.09	231		M19N220	190264			"Has pox on both feet
Day 6 mass: 73g / 6 nestlings"
P19N204	no	278171875	TRES	Ithaca	Unit_2	117	2019	Adult	F	Color_Stressor	Control_Control	6/12/19	163	3	SY	18.75	27.5	113.5	B_S_A30	0.77	0.82	287		35.65	37.71	352	Cortro	5.5			24.36	25.76	403		M19N223	190273			
P19N207	no	278171872	TRES	Ithaca	Unit_2	3	2019	Adult	F	Color_Stressor	Control_Dull	6/12/19	163	3	SY	17	28.5	114	B_S_A30	1.59	1.68	243		46.04	48.69	318	Cortro				54.36	57.49	333		M19N226	190276			
P19N224	no	278172155	TRES	Ithaca	Unit_2	15	2019	Adult	F	Color_Stressor	Predator_Control	6/13/19	164	3	SY	18.25	28	116	B_S_A30	0	0.47	282		24.52	25.93	435	Cortro				17.85	18.88	443		M19N229	190315			
P19N255	no	272107855	TRES	Ithaca	Unit_2	62	2019	Adult	F	Color_Stressor	Control_Control	6/14/19	165	3	SY	16.5	28	113	B_S_A30	0.75	0.79	215		40.23	42.55	225	Cortro				73.57	77.81	238		M19N238	190369			"DAY 6: 4 CHICKS, 48g"
P19N263	no	156181153	TRES	Ithaca	Unit_2	57	2019	Adult	F	Color_Stressor	Predator_Control	6/15/19	166	3	SY	17	26.8	112	B_S_A30	1.07	5.35	246		34.28	36.26	318	Cortro				28.95	30.62	310		M19N241	190397			
P19N265	no	278172158	TRES	Ithaca	Unit_2	105	2019	Adult	F	Color_Stressor	Predator_Dull	6/15/19	166	3	SY	17.25	27	113	B_S_A30	1.27	1.34	222		27.13	28.69	300	Cortro				53.34	56.41	284		M19N243	190399			
P19N266	no	281128405	TRES	Ithaca	Unit_2	119	2019	Adult	F	Color_Stressor		6/15/19	166	1	SY	19	27.5	108	B_S_D	0.32	0.47	208		32.62	34.49	257	Dex	8.5			7.4	7.83	268		M19N244	190400			
P19N309	no	281128601	TRES	Ithaca	Unit_2	99	2019	Adult	F	Color_Stressor	Control_Control	6/17/19	168	3	SY	17.5	28.2	122	B_S_A30	0.62	0.65	283		37.93	40.11	266	Cortro	5.5			84.6	89.47	263		M19N275	190519			
P19N311	no	272106728	TRES	Ithaca	Unit_2	54	2019	Adult	F	Color_Stressor	Predator_Control	6/17/19	168	3	SY	18	28.3	120	B_S_A30	4.31	4.55	219		68.02	71.93	244	Cortro	5.5			71.55	75.67	250		M19N277	190521			
P19N315	no	278171877	TRES	Ithaca	Unit_2	9	2019	Adult	F	Color_Stressor	Predator_Dull	6/17/19	168	3	SY	17.5	27.4	110	B_S_A30	1.29	1.36	214		20.84	22.04	253	Cortro				57.99	61.32	299		M19N281	190525			
P19N317	no	272107361	TRES	Ithaca	Unit_2	31	2019	Adult	F	Color_Stressor	Control_Control	6/17/19	168	3	SY	17	28.3	111	B_S_A30	0.75	0.79	223		33.09	34.99	308	Cortro	5.5			122.28	129.31	252		M19N283	190527			
P19N319	no	281128404	TRES	Ithaca	Unit_2	50	2019	Adult	F			6/17/19	168	1	SY	19	27.3	117	B_S_D	0	0.47	216		32.89	34.78	232	Dex	8.5			14.1	14.91	225		M19N285	190529			
P19N368	no	278172162	TRES	Ithaca	Unit_2	34	2019	Adult	F	Color_Stressor	Control_Dull	6/19/19	170	3	SY	19	28	116	B_S_A30	1.49	1.57	203		18.82	19.9	263	Cortro	5.5			44.37	46.92	247		M19N298	190625			
P19N370	no	281128603	TRES	Ithaca	Unit_2	72	2019	Adult	F	Color_Stressor	Predator_Control	6/19/19	170	3	SY	18.25	26.9	114	B_S_A30	1.62	1.71	213		21.59	22.83	212	Cortro				21.72	22.97	242		M19N300	190627			
	no	281128548	TRES	Ithaca	Unit_2	7	2020	Adult	F			5/2/20	123	1																									I think this was an early male that Tom caught and put a PIT tag on but that she doesn't have a data sheet. Need to find the original envelope.
	no	278172153	TRES	Ithaca	Unit_2	127	2019	Adult	F	Color_Stressor	Predator_Control	6/3/19	154	2		17.5			B_S_D	2.09	2.21	209													M19N122	190130			
	no	272108306	TRES	Ithaca	Unit_2	100	2020	Nestling				6/18/20	170	1	12	22.2	25.6	51																Fledged		200422			
	no	272108307	TRES	Ithaca	Unit_2	100	2020	Nestling				6/18/20	170	1	12	22.4	25	49																Fledged		200423			
	no	272108314	TRES	Ithaca	Unit_2	117	2020	Nestling				6/18/20	170	1	12	22.4	27.2	52																Fledged		200430			
	no	272108316	TRES	Ithaca	Unit_2	3	2020	Nestling				6/19/20	171	1	12	20	26.2	40																Fledged		200432			
	no	272108319	TRES	Ithaca	Unit_2	3	2020	Nestling				6/19/20	171	1	12	20.5	25.7	44																Fledged		200435			
	no	272108324	TRES	Ithaca	Unit_2	70	2020	Nestling				6/19/20	171	1	12	22.5	25.5	46																Fledged		200440			
	no	272108329	TRES	Ithaca	Unit_2	66	2020	Nestling				6/19/20	171	1	12	25	25.7	47																Fledged		200445			
	no	272108330	TRES	Ithaca	Unit_2	19	2020	Nestling				6/20/20	172	1	12	19.6	27.2	44																Fledged		200446			
	no	272108332	TRES	Ithaca	Unit_2	19	2020	Nestling				6/20/20	172	1	12	23	25.6	48																Fledged		200448			
	no	272108338	TRES	Ithaca	Unit_2	110	2020	Nestling				6/20/20	172	1	12	21	25.3	42																Fledged		200646			
	no	272108345	TRES	Ithaca	Unit_2	90	2020	Nestling				6/20/20	172	1	12	20	25.5	47																Fledged		200653			
	no	272108358	TRES	Ithaca	Unit_2	44	2020	Nestling				6/22/20	174	1	12	19.3	25.8	40																Fledged		200666			No disturbance time listed
	no	272108363	TRES	Ithaca	Unit_2	97	2020	Nestling				6/22/20	174	1	12	25.5	29.9	60																Predation		200671			No disturbance time listed
	no	272108364	TRES	Ithaca	Unit_2	97	2020	Nestling				6/22/20	174	1	12	25.1	27.2	54																Predation		200672			No disturbance time listed
	no	281128577	TRES	Ithaca	Unit_2	114	2020	Nestling				6/14/20	166	1	12	19.8	25.8	58																Fledged		200395			
	no	281128584	TRES	Ithaca	Unit_2	74	2020	Nestling				6/16/20	168	1	12	15	22.6	34																Fledged		200402			
	no	281128588	TRES	Ithaca	Unit_2	7	2020	Nestling				6/16/20	168	1	12	21	25.9	48																Fledged		200406			
	no	281128590	TRES	Ithaca	Unit_2	7	2020	Nestling				6/16/20	168	1	12	9	23.9	40																Died		200408			
	no	281128591	TRES	Ithaca	Unit_2	120	2020	Nestling				6/17/20	169	1	12	23.5	26.1	47																Fledged		200409			
	no	281128594	TRES	Ithaca	Unit_2	120	2020	Nestling				6/17/20	169	1	12	19.2	25	50																Fledged		200412			
	no	281174122	TRES	Ithaca	Unit_2	48	2020	Nestling				6/14/20	166	1	12	18.7	24.4	46																Fledged		200525			
	no	281174125	TRES	Ithaca	Unit_2	48	2020	Nestling				6/14/20	166	1	12	17.7	24.2	41																Fledged		200528			
	no	281174301	TRES	Ithaca	Unit_2	37	2020	Nestling				6/19/20	171	1	12	23.6	26.2	63		2.43	2.6			25.85	27.56						6.68	7.12		Fledged		200583			
	no	281174302	TRES	Ithaca	Unit_2	37	2020	Nestling				6/19/20	171	1	12	24	27.2	63																Fledged		200584			
	no	281174303	TRES	Ithaca	Unit_2	35	2020	Nestling				6/19/20	171	1	12	18.6	24.5	46																Fledged		200585			
	no	281174305	TRES	Ithaca	Unit_2	35	2020	Nestling				6/19/20	171	1	12	14.4	22.3	34																Fledged		200587			
	no	281174342	TRES	Ithaca	Unit_2	17	2020	Nestling				6/23/20	175	1	12	22.4	26	52																Fledged		200623			
	no	281174344	TRES	Ithaca	Unit_2	17	2020	Nestling				6/23/20	175	1	12	23.2	26.4	52																Fledged		200625			
	no	281174350	TRES	Ithaca	Unit_2	96	2020	Nestling				6/23/20	175	1	12	23	26.3	60																Fledged		200631			
	no	281174380	TRES	Ithaca	Unit_2	109	2020	Nestling				7/9/20	191	1	12	22.2	26.2	63																Fledged		200846			For Sarah Wolf SW.R_059 and SW.D_059
	no	281174381	TRES	Ithaca	Unit_2	109	2020	Nestling				7/9/20	191	1	12	23.9	26.6	64																Fledged		200847			For Sarah Wolf SW.R_060 and SW.D_060
	no	281174382	TRES	Ithaca	Unit_2	109	2020	Nestling				7/9/20	191	1	12	22.3	26.5	58																Fledged		200848			
	no	281174383	TRES	Ithaca	Unit_2	113	2020	Nestling				7/11/20	193	1	12	22.7	26.4	57																Fledged		200728			
	no	281174384	TRES	Ithaca	Unit_2	113	2020	Nestling				7/11/20	193	1	12	20	25.9	55																Fledged		200729			For Sarah Wolf SW.R_061 and SW.D_061
	no	281174385	TRES	Ithaca	Unit_2	113	2020	Nestling				7/11/20	193	1	12	20.3	25.4	54																Fledged		200730			For Sarah Wolf SW.R_062 and SW.D_062
	no	281174386	TRES	Ithaca	Unit_2	113	2020	Nestling				7/11/20	193	1	12	23.2	25.9	54																Fledged		200731			
	no	281174387	TRES	Ithaca	Unit_2	24	2020	Nestling				7/11/20	193	1	12	20.8	26.3	58																Fledged		200732			
	no	281174388	TRES	Ithaca	Unit_2	24	2020	Nestling				7/11/20	193	1	12	20	25.8	60																Fledged		200733			For Sarah Wolf SW.R_063 and SW.D_063
	no	281174389	TRES	Ithaca	Unit_2	24	2020	Nestling				7/11/20	193	1	12	22	26.2	59																Fledged		200734			For Sarah Wolf SW.R_064 and SW.D_064
	no	281174390	TRES	Ithaca	Unit_2	24	2020	Nestling				7/11/20	193	1	12	20.7	26.3	54																Fledged		200735			
	no	281174555	TRES	Ithaca	Unit_2	14	2020	Nestling				6/17/20	169	1	12	25.3	26.8	56																Fledged		200476			
	no	281174556	TRES	Ithaca	Unit_2	14	2020	Nestling				6/17/20	169	1	12	21	25.6	53																Fledged		200477			
	no	281174557	TRES	Ithaca	Unit_2	10	2020	Nestling				6/17/20	169	1	12	20.3	26.2	52																Fledged		200478			
	no	281174558	TRES	Ithaca	Unit_2	10	2020	Nestling				6/17/20	169	1	12	19.5	25	49																Fledged		200479			
	no	281174560	TRES	Ithaca	Unit_2	10	2020	Nestling				6/17/20	169	1	12	20	25	48																Fledged		200481			
	no	281174564	TRES	Ithaca	Unit_2	6	2020	Nestling				6/17/20	169	1	12	21.3	26	52																Fledged		200485			
	no	281174565	TRES	Ithaca	Unit_2	10	2020	Nestling				6/17/20	169	1	12	23.8	26.1	53																Fledged		200480			
	no	281174583	TRES	Ithaca	Unit_2	79	2020	Nestling				6/18/20	170	1	12	18.8	25	40																Fledged		200503			
	no	281174587	TRES	Ithaca	Unit_2	25	2020	Nestling				6/19/20	171	1	12	16.5	23.9	35																Died		200505			
